Team1Ban1,Team2Ban1,Team1Ban2,Team2Ban2,Team1Ban3,Team2Ban3,Team1Pick1,Team2Pick1,Team2Pick2,Team1Pick2,Team1Pick3,Team2Pick3,Team2Ban4,Team1Ban4,Team2Ban5,Team1Ban5,Team2Pick4,Team1Pick4,Team1Pick5,Team2Pick5
Jayce,Akali,Varus,Morgana,Karma,Sylas,Ryze,Rek'Sai,Ashe,Ezreal,Jarvan IV,Thresh,Galio,Irelia,Nautilus,Malzahar,Lissandra,Tahm Kench,Syndra,Jax
Jayce,Akali,Zoe,Lucian,Olaf,Cassiopeia,Lissandra,Aatrox,Urgot,Alistar,Lee Sin,Syndra,Ezreal,Tahm Kench,Kalista,Galio,Kai'Sa,Vayne,Vladimir,Thresh
Jayce,Ashe,Kennen,Graves,Fiora,Lee Sin,Lulu,Karma,Ivern,LeBlanc,Rengar,Ryze,Kled,Renekton,Rumble,Shen,Caitlyn,Varus,Gragas,Nautilus
Jayce,Ashe,Rengar,Gragas,Caitlyn,Varus,Graves,Karma,Ezreal,Kog'Maw,Lulu,Lee Sin,Syndra,Rumble,Shen,LeBlanc,Fizz,Kennen,Taliyah,Twisted Fate
Jayce,Ashe,Rengar,Lee Sin,Caitlyn,Varus,Graves,Kog'Maw,Lulu,Karma,Ezreal,Elise,Syndra,LeBlanc,Taliyah,Talon,Viktor,Orianna,Gragas,Jarvan IV
Jayce,Caitlyn,Kayn,Zac,Jhin,Thresh,Kalista,Elise,Kog'Maw,Janna,Gragas,Lulu,Taliyah,LeBlanc,Kassadin,Orianna,Renekton,Cassiopeia,Jax,Syndra
Jayce,Camille,Aatrox,Zoe,Kai'Sa,Cassiopeia,Tahm Kench,Lucian,Braum,Ezreal,Lissandra,Ryze,Olaf,Vladimir,Yorick,Nidalee,Sion,Akali,Nocturne,Kindred
Jayce,Camille,Cassiopeia,Rakan,Irelia,Braum,Aatrox,Urgot,Draven,Lucian,Galio,LeBlanc,Nocturne,Morgana,Kha'Zix,Thresh,Olaf,Alistar,Karthus,Gragas
Jayce,Camille,Elise,Rek'Sai,Malzahar,Syndra,Rengar,Maokai,Ashe,LeBlanc,Varus,Ryze,Trundle,Kha'Zix,Nami,Lee Sin,Zyra,Tahm Kench,Singed,Graves
Jayce,Camille,LeBlanc,Varus,Rengar,Kha'Zix,Malzahar,Zyra,Maokai,Graves,Jhin,Ashe,Ryze,Elise,Orianna,Nidalee,Lee Sin,Nautilus,Syndra,Katarina
Jayce,Camille,Lulu,Lee Sin,Rengar,Kled,Elise,Malzahar,Gragas,Jhin,Syndra,Lucian,Shen,Ahri,Fizz,Orianna,Rumble,Renekton,Karma,Talon
Jayce,Camille,Malzahar,LeBlanc,Rengar,Kha'Zix,Syndra,Varus,Rek'Sai,Zyra,Maokai,Miss Fortune,Ashe,Ryze,Vi,Rumble,Nautilus,Lee Sin,Caitlyn,Corki
Jayce,Camille,Malzahar,Rengar,Jhin,LeBlanc,Varus,Ashe,Zyra,Ivern,Maokai,Shen,Cassiopeia,Ryze,Corki,Warwick,Graves,Karma,Syndra,Ekko
Jayce,Camille,Rengar,Nautilus,Lulu,Elise,Malzahar,Lee Sin,Fizz,Graves,Orianna,Ekko,Kled,Lucian,Kennen,Nami,Zyra,Varus,Renekton,Ashe
Jayce,Camille,Syndra,Rengar,Zyra,Karma,Varus,Maokai,LeBlanc,Ryze,Malzahar,Jhin,Shen,Miss Fortune,Lee Sin,Tahm Kench,Kha'Zix,Trundle,Elise,Taric
Jayce,Camille,Varus,LeBlanc,Kha'Zix,Rengar,Zyra,Malzahar,Jhin,Ashe,Shen,Ivern,Graves,Corki,Warwick,Cassiopeia,Riven,Rek'Sai,Ryze,Taliyah
Jayce,Cassiopeia,Akali,Lucian,Aatrox,Urgot,LeBlanc,Lissandra,Kalista,Olaf,Ezreal,Lee Sin,Renekton,Galio,Alistar,Thresh,Gragas,Tahm Kench,Sion,Irelia
Jayce,Corki,Akali,Karma,Karthus,Yuumi,Sylas,Aatrox,Ezreal,Gnar,Azir,Lee Sin,Varus,Zoe,Lucian,LeBlanc,Ekko,Draven,Thresh,Tahm Kench
Jayce,Draven,Akali,Thresh,Sylas,Corki,Gragas,Karma,Aatrox,Azir,Camille,Karthus,Yuumi,Qiyana,Tahm Kench,Talon,Xayah,Kai'Sa,Jarvan IV,Braum
Jayce,Elise,Rumble,Thresh,Maokai,Cassiopeia,Kalista,Kog'Maw,Sejuani,Cho'Gath,Bard,Lulu,Orianna,Gnar,Syndra,Taliyah,Trundle,Lucian,Gragas,Corki
Jayce,Elise,Rumble,Twitch,Rakan,Kog'Maw,Maokai,Cho'Gath,Varus,Kalista,Thresh,Braum,Cassiopeia,Taliyah,Syndra,Gragas,Rengar,Jarvan IV,LeBlanc,Kassadin
Jayce,Gragas,Thresh,Sylas,Renekton,Sejuani,Aatrox,Irelia,Lux,Elise,Azir,Lee Sin,Nautilus,LeBlanc,Alistar,Xayah,Kai'Sa,Ezreal,Karma,Neeko
Jayce,Graves,Rumble,Lee Sin,Camille,Lulu,Elise,Ashe,Malzahar,Tahm Kench,Varus,Gragas,Nautilus,Syndra,Shen,Talon,Kha'Zix,Kled,Vladimir,Orianna
Jayce,Irelia,Gragas,Neeko,Sejuani,Karma,Aatrox,Syndra,Camille,Xayah,Lux,Lucian,Olaf,Thresh,Rek'Sai,Jarvan IV,Yuumi,Elise,Ryze,Lee Sin
Jayce,Irelia,Gragas,Neeko,Sejuani,Karma,Aatrox,Lucian,Syndra,Camille,Yuumi,Lee Sin,Rek'Sai,Nautilus,Xayah,Thresh,Alistar,Kai'Sa,Elise,Renekton
Jayce,Irelia,Lucian,Rek'Sai,Elise,Aatrox,Karma,Yuumi,Sivir,Kai'Sa,Alistar,Sylas,Akali,Yorick,Pyke,Renekton,Gragas,Sejuani,Yasuo,Hecarim
Jayce,Irelia,Ryze,Aatrox,Jarvan IV,Zoe,Sylas,Olaf,Sivir,Neeko,Xin Zhao,Yuumi,Alistar,Sion,Kalista,Renekton,Karma,Lucian,Nautilus,Gangplank
Jayce,Irelia,Sylas,Tahm Kench,Aatrox,Yuumi,Akali,Gragas,Qiyana,Olaf,Lissandra,Kai'Sa,Sivir,Alistar,Ezreal,Nautilus,Gangplank,Xayah,Karma,Karthus
Jayce,Kalista,Galio,Rakan,Xayah,Jarvan IV,Sejuani,Janna,Gragas,Lulu,Kog'Maw,Twitch,Taliyah,Gnar,Syndra,Ryze,Cho'Gath,Shen,Lucian,Corki
Jayce,Kalista,Vladimir,Lissandra,Sylas,Kayle,Morgana,Rek'Sai,Tahm Kench,Jarvan IV,Neeko,Ryze,Vayne,LeBlanc,Ezreal,Taliyah,Ashe,Braum,Lucian,Corki
Jayce,Kalista,Zoe,Jarvan IV,Rek'Sai,Neeko,Thresh,Kai'Sa,Galio,Ezreal,Irelia,LeBlanc,Lissandra,Fiora,Ryze,Jax,Nocturne,Syndra,Olaf,Renekton
Jayce,Karma,Aatrox,Neeko,Yuumi,Tahm Kench,Lux,Karthus,Nautilus,Sejuani,Kalista,Kai'Sa,Volibear,Akali,Alistar,Irelia,Camille,Gangplank,Galio,Morgana
Jayce,Karma,Irelia,Neeko,Tahm Kench,Aatrox,Lux,Lucian,Olaf,Kennen,Lee Sin,Yuumi,Caitlyn,Gangplank,Ezreal,Vladimir,Corki,Kalista,Azir,Zoe
Jayce,Karma,Irelia,Sejuani,Aatrox,Yuumi,Tahm Kench,Lux,Azir,Rek'Sai,LeBlanc,Xayah,Kalista,Xin Zhao,Varus,Lee Sin,Skarner,Sona,Gangplank,Vladimir
Jayce,Karma,Jarvan IV,Sejuani,Lux,Xayah,Yuumi,Kalista,Nautilus,Ezreal,Tahm Kench,Gangplank,Azir,Elise,Olaf,Neeko,Xin Zhao,Jax,Corki,Akali
Jayce,Karma,Yuumi,Tahm Kench,Sylas,Sejuani,Lux,Mordekaiser,Sivir,Caitlyn,Azir,Nautilus,Olaf,Zoe,Gangplank,Karthus,Taliyah,Fiora,Elise,Lee Sin
Jayce,Kayle,Kalista,Tahm Kench,Rek'Sai,Sylas,Jarvan IV,Lissandra,Xin Zhao,Syndra,Vladimir,Akali,Lucian,Ezreal,Galio,Vayne,Thresh,Pyke,Alistar,Sivir
Jayce,Kayle,Kalista,Tahm Kench,Ryze,Sylas,Rek'Sai,Jarvan IV,Lissandra,Galio,Kennen,Vayne,Kog'Maw,Morgana,Lucian,Alistar,Thresh,Jinx,Janna,Akali
Jayce,Kennen,Corki,Yuumi,Sylas,Karma,Tahm Kench,Braum,Ezreal,Sejuani,Sona,Trundle,Taliyah,Azir,Gnar,Aatrox,Neeko,Camille,Zoe,Fiora
Jayce,Kennen,Kalista,Vladimir,Ryze,Alistar,Sylas,Karma,Rek'Sai,Jarvan IV,Kayle,Lissandra,Ezreal,Ashe,Lucian,Thresh,Kai'Sa,Jinx,Tahm Kench,Braum
Jayce,Kog'Maw,Shen,Camille,LeBlanc,Caitlyn,Fizz,Lulu,Ashe,Karma,Lee Sin,Syndra,Ekko,Fiora,Kassadin,Kled,Graves,Kennen,Viktor,Rumble
Jayce,LeBlanc,Caitlyn,Rengar,Kha'Zix,Ryze,Camille,Varus,Ivern,Sivir,Malzahar,Shen,Elise,Zyra,Katarina,Lulu,Corki,Syndra,Olaf,Miss Fortune
Jayce,LeBlanc,Elise,Varus,Zyra,Rengar,Malzahar,Jhin,Nautilus,Ashe,Renekton,Shen,Olaf,Cassiopeia,Ryze,Graves,Kha'Zix,Gragas,Orianna,Ahri
Jayce,LeBlanc,Malzahar,Rengar,Jhin,Camille,Syndra,Varus,Lee Sin,Rek'Sai,Ashe,Corki,Tahm Kench,Nautilus,Singed,Thresh,Maokai,Trundle,Zyra,Karma
Jayce,LeBlanc,Singed,Camille,Kha'Zix,Rengar,Varus,Ryze,Lee Sin,Elise,Poppy,Malzahar,Zyra,Ashe,Orianna,Caitlyn,Jhin,Syndra,Miss Fortune,Maokai
Jayce,LeBlanc,Syndra,Varus,Gragas,Camille,Karma,Lulu,Rengar,Graves,Ezreal,Ashe,Shen,Orianna,Vladimir,Taliyah,Rumble,Kennen,Tahm Kench,Zed
Jayce,Lee Sin,Rumble,Camille,Rengar,Fizz,Lulu,Graves,Ashe,Elise,Nautilus,Maokai,Kog'Maw,Syndra,Vladimir,Taliyah,Braum,Caitlyn,Talon,Cassiopeia
Jayce,Lissandra,Vladimir,Rek'Sai,Sylas,Sion,Jarvan IV,LeBlanc,Tahm Kench,Morgana,Braum,Kindred,Kog'Maw,Ezreal,Vayne,Varus,Ashe,Jinx,Gangplank,Ryze
Jayce,Lucian,Akali,Urgot,Aatrox,Cassiopeia,Lissandra,Galio,Ryze,Kai'Sa,Alistar,Ezreal,Jarvan IV,Kayn,Nocturne,Irelia,Lee Sin,Olaf,Sion,Darius
Jayce,Lucian,Akali,Urgot,Aatrox,Lissandra,Alistar,Cassiopeia,Tahm Kench,Kai'Sa,Jarvan IV,Lee Sin,Sion,LeBlanc,Kled,Irelia,Syndra,Gangplank,Ryze,Renekton
Jayce,Lucian,Akali,Urgot,Kalista,Cassiopeia,Lissandra,Aatrox,Galio,Kai'Sa,Alistar,Ezreal,Gragas,Zoe,Nocturne,Irelia,Syndra,Sion,Jarvan IV,Kayn
Jayce,Lucian,Kennen,Akali,Draven,Cassiopeia,Urgot,Aatrox,Alistar,Kai'Sa,Morgana,Vayne,Nocturne,Karthus,Lee Sin,Lissandra,Sejuani,Syndra,Zac,Yasuo
Jayce,Lucian,Veigar,Kalista,Galio,Zoe,Rek'Sai,Kai'Sa,Kindred,Lissandra,Alistar,Braum,Tristana,Jax,Sivir,Syndra,Corki,Vayne,Vladimir,Yorick
Jayce,Lux,Irelia,Karthus,Yuumi,Karma,Olaf,Qiyana,Tahm Kench,Varus,Braum,Ashe,Azir,Sylas,Renekton,Fiora,Sejuani,Mordekaiser,Rumble,Kennen
Jayce,Mel,Rumble,Skarner,Ezreal,Maokai,Viktor,Varus,Zyra,Sejuani,Rakan,Nautilus,Miss Fortune,Yone,Jhin,Tristana,Galio,Sivir,Jax,Gnar
Jayce,Mordekaiser,Aatrox,Ezreal,Nocturne,Yuumi,Tahm Kench,Nautilus,Sivir,Qiyana,Gragas,Olaf,Lux,Braum,Darius,Karma,Bard,Kai'Sa,Alistar,Kennen
Jayce,Neeko,Syndra,Poppy,Azir,Ryze,Sylas,Aatrox,Kai'Sa,Renekton,Xayah,Corki,Rakan,Thresh,Nidalee,Nautilus,Jarvan IV,Sejuani,Yuumi,Blitzcrank
Jayce,Olaf,Corki,Kalista,Rakan,Thresh,Gragas,Kog'Maw,Sejuani,Tristana,Alistar,Morgana,LeBlanc,Rumble,Cassiopeia,Orianna,Lucian,Vladimir,Shen,Cho'Gath
Jayce,Olaf,Irelia,Aatrox,Zoe,Neeko,Sejuani,Rek'Sai,Karma,Sivir,Nautilus,Xayah,Renekton,Rakan,Sylas,LeBlanc,Morgana,Viktor,Jarvan IV,Sion
Jayce,Olaf,Irelia,Neeko,Sylas,Aatrox,Renekton,Kennen,Lux,Sivir,Karma,Jarvan IV,Elise,Caitlyn,Sejuani,Ryze,Kalista,Karthus,Rumble,Corki
Jayce,Olaf,Renekton,Jarvan IV,Aatrox,Tristana,Karma,Akali,Kai'Sa,Xayah,Rakan,Nautilus,Kindred,Gragas,Rek'Sai,Lissandra,Nocturne,Elise,Qiyana,Malphite
Jayce,Pantheon,Neeko,Karma,Qiyana,Yuumi,Sylas,Tahm Kench,Olaf,Lux,Caitlyn,Varus,Gangplank,Taliyah,Camille,Irelia,Kennen,Mordekaiser,Aatrox,Corki
Jayce,Pyke,LeBlanc,Akali,Olaf,Aatrox,Sylas,Irelia,Nautilus,Rek'Sai,Sivir,Sejuani,Galio,Lucian,Morgana,Kalista,Kai'Sa,Braum,Neeko,Viktor
Jayce,Pyke,Morgana,Aatrox,Irelia,Akali,Sylas,Nautilus,Ryze,Rek'Sai,Galio,Jarvan IV,Neeko,Renekton,Viktor,Sivir,Lucian,Ezreal,Kennen,Gangplank
Jayce,Pyke,Ryze,Sylas,Olaf,Galio,Aatrox,Neeko,Jarvan IV,Irelia,Sejuani,Sivir,Kai'Sa,Akali,Xayah,LeBlanc,Taric,Ezreal,Bard,Fiora
Jayce,Pyke,Ryze,Sylas,Olaf,Sejuani,Aatrox,Neeko,Lee Sin,Akali,Rek'Sai,Yuumi,Lux,Kennen,Rakan,Sivir,Nautilus,Kai'Sa,Alistar,Lucian
Jayce,Qiyana,Yuumi,Lux,Zoe,Karma,Azir,Karthus,Varus,Sylas,Gangplank,Aatrox,Ezreal,Zed,Sivir,Tahm Kench,Kai'Sa,Caitlyn,Morgana,Fiddlesticks
Jayce,Rek'Sai,Elise,Sejuani,Gragas,Olaf,Aatrox,Yuumi,Irelia,Sivir,Sylas,Vayne,Akali,Jarvan IV,Nautilus,Xin Zhao,Lee Sin,Lux,Neeko,Ryze
Jayce,Rek'Sai,Morgana,Renekton,Galio,Sylas,Ryze,Akali,Jarvan IV,Xin Zhao,Corki,Dr. Mundo,Braum,Thresh,Vayne,Ezreal,Xayah,Kai'Sa,Nautilus,Rakan
Jayce,Rek'Sai,Syndra,Jarvan IV,Sylas,LeBlanc,Lissandra,Corki,Olaf,Aatrox,Tahm Kench,Vayne,Ashe,Vladimir,Jinx,Braum,Thresh,Kog'Maw,Kennen,Ryze
Jayce,Rek'Sai,Syndra,LeBlanc,Sylas,Lissandra,Jarvan IV,Kalista,Ryze,Zoe,Vayne,Galio,Morgana,Vladimir,Braum,Irelia,Vi,Alistar,Gangplank,Kennen
Jayce,Rengar,Ivern,Camille,Malzahar,Kha'Zix,Zyra,Miss Fortune,Rek'Sai,Elise,Jhin,Caitlyn,Corki,Ekko,Syndra,LeBlanc,Orianna,Kennen,Aurelion Sol,Maokai
Jayce,Rengar,Ivern,Camille,Syndra,LeBlanc,Varus,Shen,Kha'Zix,Lee Sin,Miss Fortune,Jhin,Ryze,Tahm Kench,Orianna,Corki,Cassiopeia,Gangplank,Zyra,Malzahar
Jayce,Rengar,Kennen,Malzahar,Lee Sin,Lulu,Elise,Jarvan IV,Thresh,Ashe,LeBlanc,Caitlyn,Zyra,Ryze,Kled,Karma,Galio,Fizz,Braum,Rumble
Jayce,Rengar,Shen,Camille,Ivern,LeBlanc,Zyra,Ashe,Miss Fortune,Lee Sin,Ryze,Rek'Sai,Varus,Fiora,Jhin,Trundle,Syndra,Ezreal,Nautilus,Maokai
Jayce,Rengar,Singed,LeBlanc,Camille,Zyra,Varus,Malzahar,Kha'Zix,Lee Sin,Miss Fortune,Ryze,Orianna,Ashe,Corki,Jhin,Caitlyn,Maokai,Azir,Kled
Jayce,Rumble,Camille,Shen,Malzahar,Graves,Lulu,Nami,Rengar,Kha'Zix,Varus,Syndra,Ekko,Fiora,Nautilus,Renekton,Lucian,Gragas,Orianna,Akali
Jayce,Rumble,Galio,Orianna,Trundle,Sion,Varus,Taliyah,Jhin,Yone,Maokai,Pantheon,Gwen,Neeko,Nautilus,Ornn,Aatrox,Gnar,Alistar,Gragas
Jayce,Sejuani,Aatrox,Ezreal,Lux,Yuumi,Tahm Kench,Karma,Varus,Skarner,Kennen,Olaf,Sona,Braum,Ashe,Corki,Morgana,Kalista,Taliyah,LeBlanc
Jayce,Sejuani,Gragas,Ryze,Yuumi,Aatrox,Neeko,Sivir,Lux,Olaf,Nautilus,Trundle,Pyke,Akali,Thresh,Kennen,Karma,Lucian,Sylas,Viktor
Jayce,Sejuani,Yuumi,Ryze,Sivir,Nautilus,Aatrox,Neeko,Lucian,Sylas,Lux,Pyke,Jarvan IV,Olaf,Xin Zhao,Irelia,Rek'Sai,Xayah,Elise,Karma
Jayce,Shen,Ryze,Maokai,Camille,Poppy,Malzahar,Varus,LeBlanc,Rengar,Nautilus,Kha'Zix,Kassadin,Tahm Kench,Syndra,Kennen,Kled,Caitlyn,Karma,Zyra
Jayce,Skarner,Galio,Vi,Rumble,Kalista,K'Sante,Nidalee,Varus,Zyra,Corki,Yone,LeBlanc,Jax,Rell,Renekton,Leona,Alistar,Ezreal,Aurora
Jayce,Skarner,Kalista,Viktor,Varus,K'Sante,Vi,Orianna,Wukong,Syndra,Rumble,Ezreal,Rell,Ambessa,Alistar,Ornn,Leona,Xayah,Rakan,Aurora
Jayce,Skarner,Nocturne,Rumble,Diana,K'Sante,Zyra,Leona,Corki,Ashe,Braum,Nidalee,Tristana,Renekton,Yone,Ezreal,Ziggs,Zeri,Gnar,Jax
Jayce,Skarner,Nocturne,Viktor,Varus,Rumble,Vi,Orianna,Sejuani,Corki,Syndra,Ambessa,Renekton,Ezreal,K'Sante,Miss Fortune,Caitlyn,Camille,Rell,Braum
Jayce,Skarner,Poppy,Vi,Rumble,Kalista,Ashe,Varus,Nocturne,Aurora,Braum,Orianna,Xin Zhao,Rakan,Wukong,Rell,Neeko,K'Sante,Viego,Gnar
Jayce,Skarner,Renata Glasc,Ashe,Poppy,Varus,Wukong,Corki,Rell,Akali,Rakan,Taliyah,Miss Fortune,Xin Zhao,Gragas,Jax,Renekton,Gnar,Kai'Sa,Lee Sin
Jayce,Skarner,Vi,Maokai,Ivern,Viktor,Sejuani,K'Sante,Varus,Corki,Ezreal,Rell,Rumble,Orianna,Gnar,Wukong,Zyra,Alistar,Renekton,Smolder
Jayce,Skarner,Zyra,Draven,Varus,Kalista,K'Sante,Akali,Wukong,Ashe,Renata Glasc,Ambessa,Nocturne,Rakan,Lee Sin,Ziggs,Jhin,Hwei,Viego,Neeko
Jayce,Skarner,Zyra,K'Sante,Kalista,Maokai,Vi,Ezreal,Xin Zhao,Kai'Sa,Ambessa,Azir,Rumble,Rell,Taliyah,Renekton,Leona,Rakan,Aurora,Poppy
Jayce,Skarner,Zyra,K'Sante,Nocturne,Rumble,Kalista,Neeko,Varus,Vi,Sylas,Ambessa,Renekton,Xin Zhao,Poppy,Wukong,Viego,Camille,Nautilus,Galio
Jayce,Skarner,Zyra,Kalista,Ambessa,K'Sante,Vi,Rumble,Corki,Aurora,Ornn,Rell,Rakan,Sejuani,Renata Glasc,Yone,Xin Zhao,Ezreal,Alistar,Galio
Jayce,Skarner,Zyra,Kalista,K'Sante,Draven,Ezreal,Varus,Vi,Wukong,Leona,Rakan,Maokai,Ambessa,Viktor,Gnar,Taliyah,Ornn,Aurora,Gwen
Jayce,Sona,Irelia,Ryze,Rek'Sai,Neeko,Karma,Olaf,Sivir,Xayah,Yuumi,Aatrox,Xin Zhao,Azir,Jarvan IV,Corki,Nautilus,Lee Sin,Sylas,Zoe
Jayce,Sylas,Morgana,Zoe,Lissandra,LeBlanc,Galio,Jarvan IV,Kalista,Rek'Sai,Thresh,Corki,Draven,Braum,Kai'Sa,Alistar,Tahm Kench,Kog'Maw,Ryze,Yorick
Jayce,Sylas,Renekton,Sejuani,Olaf,Neeko,Karma,Aatrox,Kai'Sa,Rek'Sai,Ryze,Gragas,Morgana,Yasuo,Xayah,Alistar,Irelia,Sivir,Yuumi,Thresh
Jayce,Tahm Kench,Aatrox,Mordekaiser,Nocturne,Yuumi,Lux,Jarvan IV,Nautilus,Sylas,Darius,Sivir,Kai'Sa,Karma,Ezreal,Ryze,Vladimir,Talon,Lucian,Braum
Jayce,Tahm Kench,Akali,Aatrox,Yuumi,Sylas,Olaf,Kai'Sa,Rek'Sai,Nautilus,Xayah,Alistar,Irelia,Zoe,LeBlanc,Taliyah,Corki,Azir,Kennen,Karma
Jayce,Tahm Kench,Cassiopeia,Vayne,Kalista,Kai'Sa,Neeko,Alistar,Lucian,Lissandra,Braum,Corki,Nocturne,Sion,Rek'Sai,Irelia,Kennen,Vladimir,Lee Sin,Xin Zhao
Jayce,Tahm Kench,Sylas,Karma,Yuumi,Aatrox,Jarvan IV,Gragas,Kai'Sa,Nautilus,Xayah,Alistar,Kennen,Qiyana,Rumble,Irelia,Akali,Corki,Renekton,Gnar
Jayce,Tahm Kench,Taliyah,Yuumi,Gragas,Skarner,Aatrox,Ezreal,Azir,Xayah,Rakan,Kennen,Sejuani,Nautilus,Jarvan IV,Lee Sin,Alistar,Qiyana,Sylas,Elise
Jayce,Tahm Kench,Yuumi,Aatrox,Sylas,Olaf,Corki,Akali,Nautilus,Braum,Ezreal,Sivir,Jarvan IV,Irelia,Gragas,Gangplank,Sejuani,Karthus,Gnar,Qiyana
Jayce,Taric,Ryze,Jarvan IV,Sylas,Akali,Rek'Sai,Rakan,Xayah,Galio,Kai'Sa,LeBlanc,Lissandra,Neeko,Morgana,Irelia,Sejuani,Kennen,Syndra,Gnar
Jayce,Tristana,Corki,Kalista,Kog'Maw,Rakan,Gragas,Alistar,Xayah,Maokai,Lucian,Trundle,Thresh,Sejuani,Taric,Nidalee,Zac,Cassiopeia,Janna,Taliyah
Jayce,Varus,Alistar,Trundle,Aatrox,Xayah,Akali,Tahm Kench,Gragas,Kai'Sa,Rakan,Ashe,Lulu,Gangplank,Olaf,Kindred,Zoe,Camille,Orianna,Ornn
Jayce,Varus,Gragas,Xayah,Aatrox,Akali,Tahm Kench,Ashe,Trundle,Kai'Sa,Ryze,Zoe,Kennen,Braum,Camille,Ornn,Zilean,Zac,Gnar,Gangplank
Jayce,Varus,Rengar,LeBlanc,Kha'Zix,Camille,Ivern,Jhin,Graves,Miss Fortune,Malzahar,Zyra,Poppy,Syndra,Gangplank,Fiora,Shen,Kennen,Maokai,Xerath
Jayce,Vayne,LeBlanc,Alistar,Sylas,Lissandra,Rek'Sai,Kalista,Galio,Syndra,Kai'Sa,Jarvan IV,Morgana,Irelia,Thresh,Akali,Zoe,Tahm Kench,Ryze,Vladimir
Jayce,Viktor,Kalista,Skarner,Ivern,K'Sante,Maokai,Wukong,Rakan,Jinx,Nautilus,Ambessa,Renekton,Sylas,Taliyah,Ahri,Ezreal,Hwei,Camille,Orianna
Jayce,Viktor,Kalista,Skarner,Maokai,K'Sante,Aurora,Corki,Rumble,Viego,Varus,Rell,Alistar,Wukong,Rakan,Vi,Sejuani,Leona,Ornn,Azir
Jayce,Viktor,LeBlanc,Akali,Aatrox,Rakan,Irelia,Alistar,Camille,Braum,Urgot,Sion,Sivir,Lucian,Tristana,Galio,Kai'Sa,Jhin,Lee Sin,Lissandra
Jayce,Vladimir,Irelia,Zoe,Akali,LeBlanc,Ryze,Rek'Sai,Morgana,Jarvan IV,Kog'Maw,Varus,Karma,Renekton,Braum,Yorick,Kennen,Aurelion Sol,Janna,Aatrox
Jayce,Yasuo,Syndra,LeBlanc,Akali,Zoe,Lissandra,Alistar,Azir,Galio,Kai'Sa,Kalista,Kha'Zix,Gangplank,Rek'Sai,Yorick,Jarvan IV,Zed,Gragas,Neeko
Jayce,Yuumi,Vladimir,Tahm Kench,Rakan,Qiyana,Sylas,Jarvan IV,Kai'Sa,Nautilus,Lucian,Akali,Gragas,Volibear,Xin Zhao,Alistar,Leona,Sejuani,Aatrox,Gangplank
Jayce,Yuumi,Zoe,Mordekaiser,Vladimir,Karma,Tahm Kench,Braum,Sivir,Talon,Gragas,Renekton,Darius,Taliyah,Varus,Neeko,Sylas,Ezreal,Pantheon,Aatrox
Jayce,Zac,Caitlyn,Jarvan IV,Rakan,Kog'Maw,Maokai,Kalista,Thresh,Varus,Braum,Rumble,Camille,Lucian,Rek'Sai,Corki,Kayn,Kha'Zix,Galio,Taliyah
Jayce,Zac,Elise,Gragas,Galio,Rakan,Thresh,Kalista,Kha'Zix,Varus,Kennen,Braum,Malzahar,Kassadin,Ivern,Lucian,Rumble,Lee Sin,Syndra,Fizz
Jayce,Zac,Elise,Rakan,Galio,Kennen,Thresh,Gragas,Kalista,Caitlyn,Ivern,Braum,Jarvan IV,Lee Sin,Rumble,Syndra,Graves,Taliyah,Fiora,Ekko
Jayce,Zac,Rakan,Galio,Rumble,Thresh,Kog'Maw,Jarvan IV,Caitlyn,Maokai,Kayn,Taliyah,LeBlanc,Gnar,Lulu,Elise,Karma,Braum,Corki,Gragas
Jayce,Zac,Rumble,Twitch,Xayah,Lee Sin,Elise,Kennen,Varus,Thresh,Tristana,Syndra,Fizz,Ivern,Lucian,Tahm Kench,Braum,Galio,Taliyah,Kha'Zix
Jayce,Zac,Rumble,Twitch,Xayah,Kennen,Elise,Varus,Lee Sin,Thresh,Tristana,Galio,Fiora,Tahm Kench,Syndra,Braum,Malzahar,Shen,Orianna,Ahri
Jayce,Zac,Tahm Kench,Kog'Maw,Rumble,Galio,Caitlyn,Braum,Jarvan IV,Lee Sin,Kled,Varus,LeBlanc,Gragas,Kassadin,Taliyah,Karma,Corki,Rakan,Rek'Sai
Jayce,Zoe,LeBlanc,Lissandra,Aatrox,Yorick,Akali,Urgot,Lee Sin,Olaf,Lucian,Tahm Kench,Braum,Ashe,Sion,Ezreal,Varus,Renekton,Fiddlesticks,Vladimir
Jayce,Zoe,LeBlanc,Yorick,Tahm Kench,Kai'Sa,Lissandra,Lucian,Urgot,Camille,Thresh,Olaf,Kalista,Braum,Sion,Vladimir,Galio,Vayne,Renekton,Corki
Jayce,Zoe,Ryze,Vladimir,Lissandra,LeBlanc,Sylas,Ezreal,Tahm Kench,Braum,Kai'Sa,Lee Sin,Olaf,Azir,Rek'Sai,Irelia,Karma,Yorick,Zac,Fiora
Jhin,LeBlanc,Syndra,Rengar,Katarina,Malzahar,Camille,Lee Sin,Ashe,Rek'Sai,Ezreal,Ryze,Cassiopeia,Tahm Kench,Orianna,Fiora,Zyra,Ziggs,Thresh,Darius
Jhin,Rengar,Lee Sin,LeBlanc,Ryze,Malzahar,Camille,Rek'Sai,Ashe,Kha'Zix,Caitlyn,Poppy,Syndra,Zyra,Ahri,Tahm Kench,Orianna,Corki,Karma,Nami
